,Book Name,Description,Author,Number of Reviews,Rating,Price,Listening_Time_Minutes,Rank,Genre
113,do kadam aur sahi two step and right,do kadam aur sahi is an excellent compilation of selected poem by the renowned urdu poet rahat indoori the compiler sachin chaudhary ha named the collection a selected pearl of the ocean the magic that flow from the pen of rahat indauri give a different feeling,rahat indori,99.0,4.6,501.0,214,122,poetry audible audiobooks original asian literature audible audiobooks original poetry book
114,asura tale of the vanquished the story of ravana and his people,the epic tale of victory and defeat,anand neelakantan,1039.0,4.2,1003.0,1097,157,hinduism audible audiobooks original hinduism book
115,good to great why some company make the leap and others don t,built to last the defining management study of the s showed how great company triumph over time and how long term sustained performance can be engineered into the dna of an enterprise from the very beginning,jim collins,2425.0,4.6,15817.0,601,63,business management analysis strategy textbook study guide
116,secret of shiva the hindu trinity series,shiva the destroyer among the hindu trinity of god is depicted in many contradictory manner he is an ascetic who wear animal skin his body smeared with ash contradictory to his wild nature he is also depicted a having a family with a beautiful wife and two child there are many more such varied representation of shiva the most prominent of these being the linga and the nataraja the author devdutt pattanaik introduces listener to these varied aspect and representation and then set about interpreting them he explains the different anomaly and conflict in belief a well a the symbolism ritual and reason behind hindu worship,devdutt pattanaik,687.0,4.4,501.0,244,136,art indian literature audible audiobooks original hinduism audible audiobooks original
117,untamed stop pleasing start living,brought to you by penguin,glennon doyle,5360.0,4.7,888.0,502,143,woman biography personal success biography autobiography book
118,how to stop worrying and start living,learn how to break the worry habit now and forever,dale carnegie,5038.0,4.5,668.0,582,126,personal success personal development self help
119,satya ke sath mere prayog my experiment with truth meri atmakatha my autobiography,what i want to achieve what i have been striving and pining to achieve these year is self realization to see god face to face to attain moksha,m. k. gandhi,154.0,4.2,1171.0,1374,296,biography of activist biography autobiography book
120,the selfish gene,richard dawkins brilliant reformulation of the theory of natural selection ha the rare distinction of having provoked a much excitement and interest outside the scientific community a within it his theory have helped change the whole nature of the study of social biology and have forced thousand to rethink their belief about life,richard dawkins,1899.0,4.6,836.0,972,262,genetics audible audiobooks original evolution biology book
121,astrophysics for people in a hurry,what is the nature of space and time how do we fit within the universe how doe the universe fit within u there s no better guide through these mind expanding question than acclaimed astrophysicist and best selling author neil degrasse tyson,neil degrasse tyson,7315.0,4.6,585.0,221,203,physic audible audiobooks original astronomy audible audiobooks original astronomy book
123,the compound effect multiply your success one simple step at a time,the compound effect contains the essence of what every super achiever need to know practice and master to obtain extraordinary success inside you will hear strategy on,darren hardy,3974.0,4.7,608.0,284,93,mentoring coaching leadership business management
124,the fountainhead,by completing your purchase you agree to audible s condition of use amazon s privacy notice and if applicable audible s recurring payment term,ayn rand,818.0,4.2,1054.0,1922,103,classic fiction book contemporary fiction book
125,girl woman other,brought to you by penguin,bernardine evaristo,2091.0,4.5,888.0,667,139,african american literature coming of age fiction woman s fiction
126,educated,brought to you by penguin,tara westover,19643.0,4.7,888.0,730,107,relationship woman biography family relationship
127,maybe you should talk to someone,ever wonder what your therapist is really thinking now you can find out a hilarious thought provoking and surprising new book that take u behind the scene of a therapist s world,lori gottlieb,3557.0,4.7,1328.0,862,89,social scientist psychologist biography mental health audible audiobooks original humour book
128,essence of the upanishad a key to indian spirituality,the katha upanishad embrace the key idea of indian mysticism in a mythic story we can all relate to the quest of a young hero nachiketa who venture into the land of death in search of immortality,eknath easwaran,52.0,4.5,350.0,521,209,hindu sacred writing eastern philosophy meditation audible audiobooks original
129,the great indian novel,reinventing yourself is harder when you don t remember who you were,shashi tharoor,197.0,4.3,879.0,1120,148,psychological fiction psychological thriller literature fiction book
130,the forty rule of love,penguin present the audiobook edition of the forty rule of love by elif shafak read by george blagden,elif shafak,2361.0,4.6,752.0,715,226,historical fiction audible audiobooks original woman s fiction world literature audible audiobooks original
132,peppa pig bedtime story,brought to you by ladybird,ladybird,64.0,4.7,342.0,67,156,animal fiction for child animal for child early learning audiobooks for child
133,caste the lie that divide u,brought to you by penguin,isabel wilkerson,992.0,4.8,888.0,866,167,social class economic disparity fascism racism discrimination study
134,the mahabharata secret,bc,christopher c. doyle,986.0,4.0,836.0,617,184,contemporary fantasy epic fantasy fantasy book
135,lok vyavhar,dale carnegie teach how you can make people like you win people over to your way of thinking and change people without causing offense or arousing resentment he also emphasizes fundamental technique for handling people without making them feel manipulated carnegie illustrates his point with anecdote of historical figure leader of the business world and everyday folk,dale carnegie,1414.0,4.5,668.0,588,120,personal success personal development self help
